iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.119107482957,0.119813893781,0.1199006062,0.613992932862,0.611644997174,0.612392582542,0.631990297804,0.630843632456,0.623957876262,0.273232395
1,0.106507713564,0.105897108191,0.10738207708,0.659363957597,0.669869983041,0.651289009498,0.73672711383,0.74520069808,0.727850335334,0.562545119
2,0.152810531793,0.153554962797,0.154255593033,0.463745583039,0.467495760317,0.45816372682,0.582618261826,0.583554376658,0.568132660418,0.846936699
3,0.156371053996,0.158226336702,0.159461138591,0.55109540636,0.538722442058,0.538670284939,0.695960176144,0.688073394495,0.684405940594,1.163833571
4,0.144740468171,0.143066277757,0.144685788875,0.484946996466,0.490107405314,0.480325644505,0.444512195122,0.462455303933,0.428073668492,1.477344182
5,0.110050834568,0.108278158378,0.113126145793,0.617950530035,0.625211984172,0.606512890095,0.712293773284,0.718232044199,0.698335644938,1.79778001
6,0.212322699601,0.215326582551,0.20760828878,0.35816254417,0.366873940079,0.371777476255,0.211221122112,0.2,0.217464788732,2.087532571
7,0.166861797693,0.169043880184,0.17127659247,0.383886925795,0.374222724703,0.36815920398,0.440364616767,0.43259866735,0.413271734565,2.394360862
8,0.117012402813,0.118802448366,0.121908744311,0.618091872792,0.619559072923,0.603799185889,0.74383769435,0.745172283226,0.730792870313,2.681166085
9,0.122060081488,0.120515263421,0.127673924872,0.609045936396,0.619559072923,0.579828132067,0.724611708483,0.732618196265,0.700419219607,2.999940096
10,0.139640680143,0.140785667094,0.143918791988,0.583745583039,0.582249858677,0.572139303483,0.721249408424,0.722075968409,0.70963781461,3.289992734
11,0.116996460625,0.120321628039,0.118511322065,0.606219081272,0.594120972301,0.598371777476,0.67021780303,0.662910798122,0.655546935609,3.619168975
12,0.167518697089,0.16700346837,0.173445706053,0.558586572438,0.560203504805,0.542288557214,0.715806715807,0.716265499635,0.701122268163,3.935431048
13,0.0954480095082,0.0957522442138,0.0988402615285,0.693992932862,0.68343697004,0.673903211217,0.776827131224,0.772357723577,0.758782201405,4.244695764
14,0.165920613946,0.167419259489,0.172131709965,0.557455830389,0.553985302431,0.540479421076,0.714350880394,0.711938663746,0.700294985251,4.544302038
15,0.101515169948,0.101506688737,0.102192510175,0.696113074205,0.693046919163,0.686567164179,0.773350200295,0.77384423157,0.764205512079,4.845482038
16,0.0907128634813,0.0893800693156,0.0927977245074,0.768763250883,0.776710005653,0.753505201266,0.780048400108,0.791995787256,0.755933721451,5.168764578
17,0.107388086077,0.104458253828,0.10916789379,0.651590106007,0.666478236292,0.65355042967,0.736954433892,0.750211685013,0.734027777778,5.501527388
18,0.137542832597,0.131914090238,0.139002549515,0.51519434629,0.527416619559,0.515603799186,0.453995542821,0.47619047619,0.432432432432,5.804563579
19,0.0781022828935,0.081376350715,0.0820199385639,0.788975265018,0.778405879028,0.775667118951,0.820315320737,0.81351094196,0.804262036306,6.124315403
20,0.0994155695285,0.0995451225433,0.102185212199,0.691590106007,0.692481628038,0.685210312076,0.730683781782,0.735150925024,0.720706260032,6.403039887
21,0.11335365383,0.113602847951,0.116039140142,0.649187279152,0.642736009045,0.635006784261,0.647843359818,0.643742953777,0.622014051522,6.705511893
22,0.0984886015751,0.0992762903913,0.102821131242,0.686643109541,0.688524590164,0.666666666667,0.741397410475,0.744789254284,0.719665271967,7.01229347
23,0.0830191310686,0.0834161168433,0.0832451900239,0.788692579505,0.784624081402,0.793306196291,0.824303678458,0.821879382889,0.823483970645,7.329191133
24,0.09741909916,0.097875814679,0.100641840726,0.6925795053,0.691351045789,0.682948891904,0.766605858998,0.765060240964,0.755493547262,7.615324067
25,0.074037384854,0.0782442761492,0.0766120786297,0.808480565371,0.781797625777,0.802351876979,0.838247582667,0.817580340265,0.82989490074,7.924017228
26,0.0809033161488,0.0858918789183,0.0844116073086,0.776113074205,0.755228942906,0.762098597919,0.803473945409,0.785961443401,0.784955028618,8.272244357
27,0.111468161392,0.110576966637,0.111855974559,0.635618374558,0.635952515546,0.632745364089,0.646752534941,0.65,0.63257918552,8.584066132
28,0.093915024468,0.0947398655848,0.0961299742579,0.717879858657,0.710005652911,0.716870194482,0.779788172992,0.775098640947,0.770863836018,8.940773476
29,0.0872270967692,0.0916061712716,0.0892801060304,0.748268551237,0.726964386659,0.739032112166,0.785911768241,0.770764119601,0.772026866851,9.311310556
30,0.0745693725589,0.0779047229971,0.0769233547871,0.806784452297,0.792538157151,0.798281320669,0.838129070456,0.828103044496,0.827131782946,9.685582451
40,0.10005865188,0.10323050538,0.104180109292,0.658374558304,0.654607122668,0.647218453189,0.749767056631,0.746578183326,0.737903225806,13.163917017
50,0.0787572872849,0.0816985368927,0.0815473515928,0.793922261484,0.780667043527,0.784712799638,0.831872693727,0.822181484876,0.8198334595,16.373803741
60,0.0834706008208,0.0851650670258,0.0868730207779,0.758021201413,0.754098360656,0.74762550882,0.812568425662,0.810951760104,0.80170575693,19.604569828
70,0.0674470074964,0.070908685939,0.068886082832,0.847491166078,0.828716789146,0.842152872004,0.856611295681,0.84077771939,0.846593406593,22.588751907
80,0.0695466364162,0.0717709127839,0.072726071201,0.83703180212,0.819106840023,0.829036635007,0.866535478643,0.852262234534,0.855504587156,25.476026031
90,0.0729162648895,0.0745111131691,0.0757814734432,0.816537102473,0.79932165065,0.80868385346,0.853465793633,0.840735755944,0.842926104716,28.355487037
