iterations,fitness,time
0,2016.24763624,3.48489999999e-05
10,1969.13620933,5.8349e-05
20,1946.22758596,8.2392e-05
30,2113.17250109,9.7848e-05
40,2416.15898961,0.000111708
50,2514.26866604,0.000129578
60,2699.42462372,0.000142659
70,2743.27043297,0.00015334
80,2985.61431376,0.000163373
90,3012.54564206,0.000196925
100,3040.31304303,0.000227636
110,3174.66039014,0.000284704
120,3174.66039014,0.00032401
130,3203.54248451,0.000354621
140,3229.94973215,0.000378582
150,3281.90782963,0.000404774
160,3281.90782963,0.000439421
170,3281.90782963,0.000461788
180,3281.90782963,0.000503945
190,3281.90782963,0.000561227
200,3281.90782963,0.000609298
210,3281.90782963,0.000632327
220,3281.90782963,0.000648067
230,3281.90782963,0.000660148
240,3281.90782963,0.000669874
250,3281.90782963,0.000680502
260,3281.90782963,0.000691091
270,3281.90782963,0.000704677
280,3294.11781182,0.000714964
290,3294.11781182,0.00072716
300,3294.11781182,0.000741912
310,3294.11781182,0.000754108
320,3294.11781182,0.000765658
330,3294.11781182,0.0007765
340,3294.11781182,0.000788308
350,3294.11781182,0.000802403
360,3294.11781182,0.000813895
370,3294.11781182,0.000825242
380,3294.11781182,0.000836677
390,3294.11781182,0.000848237
400,3294.11781182,0.000859145
410,3294.11781182,0.000869709
420,3294.11781182,0.00088045
430,3294.11781182,0.000891813
440,3294.11781182,0.000902166
450,3294.11781182,0.000913024
460,3294.11781182,0.00092392
470,3294.11781182,0.000933559
480,3294.11781182,0.000944845
490,3294.11781182,0.000961428
500,3294.11781182,0.000972326
510,3294.11781182,0.000984164
520,3294.11781182,0.000995277
530,3294.11781182,0.001013996
540,3294.11781182,0.001024221
550,3294.11781182,0.001034407
560,3294.11781182,0.001045408
570,3294.11781182,0.001055156
580,3294.11781182,0.001065433
590,3294.11781182,0.001076568
600,3294.11781182,0.001087411
610,3294.11781182,0.001098139
620,3294.11781182,0.00110881
630,3294.11781182,0.00111995
640,3294.11781182,0.001131248
650,3294.11781182,0.001142125
660,3294.11781182,0.001152722
670,3294.11781182,0.00116331
680,3294.11781182,0.001174292
690,3294.11781182,0.00118468
700,3294.11781182,0.001195794
710,3294.11781182,0.001210593
720,3294.11781182,0.001228323
730,3294.11781182,0.001239894
740,3294.11781182,0.001251974
750,3294.11781182,0.001263451
760,3294.11781182,0.00127653
770,3294.11781182,0.001293347
780,3294.11781182,0.001307217
790,3294.11781182,0.001318386
800,3294.11781182,0.001331013
810,3294.11781182,0.001342388
820,3294.11781182,0.001353486
830,3294.11781182,0.001364813
840,3294.11781182,0.001376252
850,3294.11781182,0.001387641
860,3294.11781182,0.001400681
870,3294.11781182,0.001411477
880,3294.11781182,0.001421787
890,3294.11781182,0.0014326
900,3294.11781182,0.001444134
910,3294.11781182,0.001455552
920,3294.11781182,0.00146637
930,3294.11781182,0.001477906
940,3294.11781182,0.001489192
950,3294.11781182,0.001501475
960,3294.11781182,0.001511554
970,3294.11781182,0.00152196
980,3294.11781182,0.001532455
990,3294.11781182,0.001544272
1000,3294.11781182,0.001554506
1010,3294.11781182,0.001565708
