iterations,fitness,time,fevals
0,0.0563152334567,0.122031904,1000
10,0.0631094052132,0.239059671,2100
20,0.0749639345511,0.361122925,3200
30,0.0713136861063,0.471865896,4300
40,0.0700187804576,0.579736673,5400
50,0.0686627122715,0.68421103,6500
60,0.0680329214926,0.787626781,7600
70,0.0674700358043,0.898858858,8700
80,0.0720567215799,1.009805808,9800
90,0.0695900782944,1.120237216,10900
100,0.0700710596141,1.229201902,12000
110,0.0710557614583,1.33876975,13100
120,0.0689648176234,1.454559075,14200
130,0.0688923824505,1.557120098,15300
140,0.0688727018206,1.665389993,16400
150,0.0713686889559,1.767604721,17500
160,0.0680086115115,1.873654396,18600
170,0.0691793021178,1.983013666,19700
180,0.0679763406162,2.080866496,20800
190,0.0708266622935,2.181128708,21900
200,0.0688503839668,2.288984709,23000
210,0.0708973869174,2.396348193,24100
220,0.0700080567311,2.506528882,25200
230,0.070044850827,2.611434973,26300
240,0.0697994097143,2.720190143,27400
250,0.0722700403792,2.829614786,28500
260,0.0693945671904,2.937613601,29600
270,0.0696518633775,3.044665028,30700
280,0.068098160218,3.154464192,31800
290,0.0687740730539,3.275404733,32900
300,0.0729721218999,3.398156145,34000
310,0.0682658659548,3.513615288,35100
320,0.068739697243,3.621809539,36200
330,0.0699784664529,3.720241817,37300
340,0.0684425136996,3.816881839,38400
350,0.0700949340556,3.916423643,39500
360,0.0681984836531,4.020671742,40600
370,0.0688650164633,4.124337586,41700
380,0.0687711154589,4.219782479,42800
390,0.0680182140052,4.316050227,43900
400,0.070154726728,4.435481194,45000
410,0.0695637358689,4.541856843,46100
420,0.0686649003355,4.649217314,47200
430,0.0703345246978,4.750180073,48300
440,0.0697783757415,4.852173398,49400
450,0.0689871446612,4.968650653,50500
460,0.0705103196568,5.068142825,51600
470,0.0691548421061,5.169653272,52700
480,0.0706768293931,5.27822065,53800
490,0.0693629571807,5.398110856,54900
500,0.068693798272,5.516550549,56000
510,0.0685388424511,5.624304713,57100
520,0.0695204296127,5.733819714,58200
530,0.0684137587136,5.847086562,59300
540,0.0683868999062,5.952725369,60400
550,0.0695637358689,6.068577825,61500
560,0.0687894713614,6.177194389,62600
570,0.0688691676367,6.289321054,63700
580,0.0724175361035,6.399345192,64800
590,0.0730064898042,6.511048219,65900
600,0.06916128365,6.615585961,67000
610,0.0681442629783,6.718543268,68100
620,0.0695637358689,6.837089768,69200
630,0.0698722490766,6.956645329,70300
640,0.0694369132598,7.069966368,71400
650,0.067832580047,7.180166348,72500
660,0.0719503626921,7.290080227,73600
670,0.0697027741145,7.392491993,74700
680,0.070679012154,7.499846449,75800
690,0.0699093078058,7.603051957,76900
700,0.0693372414156,7.707666558,78000
710,0.0686730742357,7.811882657,79100
720,0.07102645319,7.922584274,80200
730,0.0692472804985,8.038101525,81300
740,0.0695563746463,8.143073676,82400
750,0.0682366407382,8.247124648,83500
760,0.0680518181608,8.347563191,84600
770,0.0697258275903,8.446377789,85700
780,0.0680758115007,8.548571529,86800
790,0.0724409696668,8.646730063,87900
800,0.0698481923166,8.75040305,89000
810,0.0712082621179,8.849185803,90100
820,0.0690872755322,8.956264588,91200
830,0.0680843533927,9.067059368,92300
840,0.0690310366739,9.172943591,93400
850,0.0694086969169,9.272595092,94500
860,0.0674196380738,9.376945415,95600
870,0.0687514188822,9.489549402,96700
880,0.0687514188822,9.591602592,97800
890,0.0673046137758,9.689386566,98900
900,0.0704997511449,9.790986972,100000
910,0.0708649456114,9.89245401,101100
920,0.0680086115115,10.001897134,102200
930,0.0742235844039,10.110396453,103300
940,0.0690878450213,10.215015044,104400
950,0.069588266275,10.31525733,105500
960,0.0736371156008,10.418400208,106600
970,0.0721045993715,10.519914409,107700
980,0.0727588450666,10.619063542,108800
990,0.0727905916989,10.721834407,109900
1000,0.0701762483332,10.828981894,111000
1010,0.0731611753826,10.933369135,112100
1020,0.0713443442846,11.040178269,113200
1030,0.073165023817,11.147661363,114300
1040,0.0727588450666,11.266010111,115400
1050,0.0726895390486,11.370725535,116500
1060,0.071458996862,11.475367364,117600
1070,0.0749534727772,11.587443074,118700
1080,0.0716868841397,11.699800019,119800
1090,0.0717675833458,11.80028347,120900
1100,0.0725703754722,11.913368007,122000
1110,0.0719403055376,12.030489017,123100
1120,0.0699604643377,12.136666111,124200
1130,0.0723149692428,12.25208348,125300
1140,0.0720331269973,12.372068735,126400
1150,0.0739048831936,12.471893457,127500
1160,0.0758417506684,12.581366529,128600
1170,0.0725150967655,12.692419814,129700
1180,0.0714108271712,12.795651749,130800
1190,0.071412260213,12.912935338,131900
1200,0.0742527975341,13.025079218,133000
1210,0.0705856666808,13.124948489,134100
1220,0.0706336274875,13.239614107,135200
1230,0.071458996862,13.352375631,136300
1240,0.0761271885127,13.466155602,137400
1250,0.0713841486759,13.58634352,138500
1260,0.0733200267393,13.693164519,139600
1270,0.0715500504702,13.789732083,140700
1280,0.074146337772,13.899477793,141800
1290,0.0753319992799,14.006583824,142900
1300,0.0753574865166,14.10825536,144000
1310,0.0737453060851,14.213416616,145100
1320,0.0729163636732,14.315538091,146200
1330,0.0720407970859,14.421041492,147300
1340,0.0729198484877,14.5223745,148400
1350,0.0731516835155,14.628125337,149500
1360,0.0744619659744,14.731158201,150600
1370,0.0738899946792,14.838646604,151700
1380,0.0725469575149,14.945378511,152800
1390,0.0732379948967,15.048809112,153900
1400,0.0765617598742,15.145766857,155000
1410,0.0736974319904,15.249530909,156100
1420,0.0734685698557,15.355426325,157200
1430,0.0744489440683,15.455467647,158300
1440,0.0768310244806,15.561605872,159400
1450,0.0743450032461,15.659834634,160500
1460,0.0749686570058,15.768954847,161600
1470,0.074076314289,15.871424013,162700
1480,0.0719856177957,15.973085442,163800
1490,0.0750069980483,16.070366296,164900
1500,0.0781166584586,16.174899332,166000
1510,0.0811680175003,16.271040672,167100
1520,0.0730058775394,16.37290762,168200
1530,0.074076314289,16.471861335,169300
1540,0.0757215784908,16.579935732,170400
1550,0.0738409225522,16.695753067,171500
1560,0.0758978527404,16.812815543,172600
1570,0.074505523445,16.916973103,173700
1580,0.0729807758188,17.024360871,174800
1590,0.0729562909023,17.127270316,175900
1600,0.0745021235271,17.233805372,177000
1610,0.0738934354651,17.335996647,178100
1620,0.0732856920532,17.433912248,179200
1630,0.0730613593516,17.529792202,180300
1640,0.0737453060851,17.6278269,181400
1650,0.0745163606246,17.728322915,182500
1660,0.0743145153104,17.837902686,183600
1670,0.0745163606246,17.942468282,184700
1680,0.0734113195868,18.044403341,185800
1690,0.0757251716677,18.150831975,186900
1700,0.076736201137,18.25417105,188000
1710,0.0736659975777,18.357107969,189100
1720,0.0740667886373,18.463932966,190200
1730,0.0717262587246,18.570307398,191300
1740,0.0745163606246,18.675227766,192400
1750,0.0749796572297,18.780053359,193500
1760,0.0739007965575,18.883650986,194600
1770,0.0759225730739,18.988034179,195700
1780,0.0749276477419,19.092591189,196800
1790,0.075819162619,19.199827602,197900
1800,0.0750069980483,19.305339231,199000
1810,0.0744619490002,19.408429153,200100
1820,0.0737544326001,19.51374525,201200
1830,0.0737624860232,19.620537627,202300
1840,0.0747538359077,19.726132075,203400
1850,0.0732475667851,19.833176468,204500
1860,0.0758978527404,19.94143388,205600
1870,0.0727064725474,20.053792115,206700
1880,0.0747942608755,20.156110804,207800
1890,0.0752501120591,20.263929199,208900
1900,0.0723707368842,20.366973806,210000
1910,0.0756057670853,20.471550308,211100
1920,0.0762325222341,20.574488156,212200
1930,0.0800036960535,20.678216381,213300
1940,0.0751023234249,20.786348523,214400
1950,0.0732035310185,20.895072485,215500
1960,0.0740916977928,21.006630835,216600
1970,0.0727104257237,21.109811172,217700
1980,0.0733072919497,21.218577469,218800
1990,0.0726157700641,21.326374966,219900
2000,0.0736417445932,21.433907955,221000
2010,0.0734113195868,21.538046593,222100
2020,0.076112619611,21.645862948,223200
2030,0.0753281255708,21.75468705,224300
2040,0.0745500102145,21.865207816,225400
2050,0.0740577075032,21.983344037,226500
2060,0.074076314289,22.096945412,227600
2070,0.071797473002,22.293112123,228700
2080,0.0740916977928,22.398490543,229800
2090,0.0740941763621,22.505353639,230900
2100,0.0729807758188,22.620194066,232000
2110,0.074428877905,22.729290937,233100
2120,0.0724996348772,22.840329742,234200
2130,0.0736461722898,22.948912409,235300
2140,0.0726365415529,23.05998583,236400
2150,0.0741628216635,23.173205377,237500
2160,0.0734113195868,23.28432203,238600
2170,0.0731295547767,23.394400697,239700
2180,0.0734309997031,23.50362174,240800
2190,0.0734762085595,23.610712686,241900
2200,0.0737234659805,23.724107433,243000
2210,0.0746450739964,23.837082996,244100
2220,0.07910244177,23.94970888,245200
2230,0.0744619659744,24.059269903,246300
2240,0.0734114499654,24.168314648,247400
2250,0.0741439058585,24.282175203,248500
2260,0.0723617628534,24.394605301,249600
2270,0.0760444496047,24.502920915,250700
2280,0.0738368874136,24.628670606,251800
2290,0.0749381747178,24.748163749,252900
2300,0.0760444496047,24.865123998,254000
2310,0.0744619659744,24.980975579,255100
2320,0.074428877905,25.095616629,256200
2330,0.0716882190276,25.202067202,257300
2340,0.0733449483334,25.320848266,258400
2350,0.0734711151146,25.434209386,259500
2360,0.0753574865166,25.549060709,260600
2370,0.0756057670853,25.665231358,261700
2380,0.0719877830493,25.781694476,262800
2390,0.0740916977928,25.894712287,263900
2400,0.0729536626725,26.004198105,265000
2410,0.0741125219547,26.124510662,266100
2420,0.0734113195868,26.23698886,267200
2430,0.0744517374546,26.348875302,268300
2440,0.0736795247536,26.459397493,269400
2450,0.0733912194748,26.563147717,270500
2460,0.0767027219577,26.668304884,271600
2470,0.0743572021816,26.784231325,272700
2480,0.0751760717597,26.890991241,273800
2490,0.0741536121155,26.996582905,274900
2500,0.0736516940332,27.103224908,276000
2510,0.0746883017024,27.221464958,277100
2520,0.0728049580778,27.325050155,278200
2530,0.0743086055024,27.429862314,279300
2540,0.0725797297897,27.546294054,280400
2550,0.0744619659744,27.658661393,281500
2560,0.0726912203999,27.764188123,282600
2570,0.0738002623178,27.870134795,283700
2580,0.0737790112065,27.98255842,284800
2590,0.0741650039579,28.086372164,285900
2600,0.0743231534064,28.192496741,287000
2610,0.0741803526477,28.310299757,288100
2620,0.0737475111869,28.416019539,289200
2630,0.0719407551178,28.522500491,290300
2640,0.0748819140016,28.631219638,291400
2650,0.0741171333252,28.742136628,292500
2660,0.0739721873321,28.846948603,293600
2670,0.0736461722898,28.959760567,294700
2680,0.0724620652801,29.071186042,295800
2690,0.074930354601,29.184478172,296900
2700,0.0746374260985,29.297591716,298000
2710,0.0745532461241,29.403590381,299100
2720,0.0739683884339,29.511711341,300200
2730,0.0743450032461,29.617594651,301300
2740,0.0740164289354,29.728848367,302400
2750,0.0748686230056,29.829582567,303500
2760,0.0745750203943,29.937823799,304600
2770,0.0728699102247,30.034675536,305700
2780,0.0744568633324,30.131247712,306800
2790,0.0734154156875,30.231082665,307900
2800,0.0724893981723,30.33630958,309000
2810,0.0744765480548,30.433245048,310100
2820,0.0745539448624,30.528315371,311200
2830,0.0748521936063,30.623988774,312300
2840,0.0739303120639,30.735185124,313400
2850,0.0742010652636,30.836287106,314500
2860,0.0745429757029,30.934534766,315600
2870,0.0752742479928,31.030868972,316700
2880,0.0758216703083,31.131940632,317800
