iterations,fitness,time
0,2655.39798961,1.5918e-05
10,2859.88539688,2.9472e-05
20,3009.11057436,4.1481e-05
30,3158.89017571,5.2046e-05
40,3356.16042039,7.4962e-05
50,3394.32789471,8.4461e-05
60,3394.32789471,9.3995e-05
70,3394.32789471,0.00010376
80,3394.32789471,0.000113877
90,3432.00223261,0.000123519
100,3432.00223261,0.000135052
110,3432.00223261,0.000175825
120,3432.00223261,0.000186847
130,3432.00223261,0.000196378
140,3432.00223261,0.00020534
150,3432.00223261,0.000213561
160,3432.00223261,0.000221696
170,3438.10722371,0.000230064
180,3438.10722371,0.00023811
190,3438.10722371,0.000246019
200,3438.10722371,0.000254704
210,3438.10722371,0.000262551
220,3438.10722371,0.000270583
230,3438.10722371,0.000278452
240,3438.10722371,0.000286057
250,3438.10722371,0.000293989
260,3443.46322578,0.000301976
270,3443.46322578,0.000310178
280,3443.46322578,0.000318631
290,3443.46322578,0.00032745
300,3443.46322578,0.000334999
310,3461.46646184,0.000344603
320,3461.46646184,0.000353527
330,3461.46646184,0.000372837
340,3461.46646184,0.000381826
350,3461.46646184,0.000390117
360,3461.46646184,0.000399072
370,3461.46646184,0.000416503
380,3461.46646184,0.00042541
390,3461.46646184,0.000433841
400,3461.46646184,0.000441946
410,3461.46646184,0.000451038
420,3461.46646184,0.000459887
430,3461.46646184,0.000468119
440,3461.46646184,0.000480629
450,3461.46646184,0.000491811
460,3461.46646184,0.000501826
470,3461.46646184,0.000510799
480,3461.46646184,0.000520084
490,3461.46646184,0.000534183
500,3461.46646184,0.000543193
510,3461.46646184,0.000554398
520,3461.46646184,0.000563553
530,3461.46646184,0.000573423
540,3461.46646184,0.000583601
550,3461.46646184,0.00059494
560,3461.46646184,0.000604772
570,3461.46646184,0.000614197
580,3461.46646184,0.000622971
590,3461.46646184,0.000630934
600,3461.46646184,0.000639503
610,3461.46646184,0.000649048
620,3461.46646184,0.000657974
630,3461.46646184,0.000670689
640,3461.46646184,0.000679672
650,3461.46646184,0.000688291
660,3461.46646184,0.000696665
670,3461.46646184,0.000705117
680,3461.46646184,0.000713398
690,3461.46646184,0.000721606
700,3461.46646184,0.000730025
710,3461.46646184,0.000738523
720,3461.46646184,0.000747091
730,3461.46646184,0.000755474
740,3461.46646184,0.000763469
750,3461.46646184,0.000770876
760,3461.46646184,0.000783381
770,3461.46646184,0.000791793
780,3461.46646184,0.000801891
790,3461.46646184,0.000814457
800,3461.46646184,0.000825924
810,3461.46646184,0.000834864
820,3461.46646184,0.000842803
830,3461.46646184,0.000850728
840,3461.46646184,0.000859338
850,3461.46646184,0.000872686
860,3461.46646184,0.000894508
870,3461.46646184,0.000919586
880,3461.46646184,0.000945246
890,3461.46646184,0.000969779
900,3461.46646184,0.000998176
910,3461.46646184,0.001038372
920,3461.46646184,0.001108444
930,3461.46646184,0.001161403
940,3461.46646184,0.001206924
950,3461.46646184,0.001271003
960,3461.46646184,0.001316841
970,3461.46646184,0.001333263
980,3461.46646184,0.001342882
990,3461.46646184,0.001352569
1000,3461.46646184,0.001361392
1010,3466.82246392,0.001370477
1020,3466.82246392,0.001379454
1030,3466.82246392,0.001387807
1040,3466.82246392,0.00139726
1050,3466.82246392,0.001406829
1060,3466.82246392,0.0014158
1070,3466.82246392,0.001424797
1080,3466.82246392,0.001433692
1090,3466.82246392,0.001445172
1100,3466.82246392,0.00145404
1110,3466.82246392,0.001462447
1120,3466.82246392,0.001471244
1130,3466.82246392,0.001479665
1140,3466.82246392,0.001488694
1150,3466.82246392,0.001498226
1160,3466.82246392,0.001508475
1170,3466.82246392,0.001517554
1180,3466.82246392,0.00152747
1190,3466.82246392,0.001540186
1200,3466.82246392,0.001560416
1210,3466.82246392,0.001573481
1220,3466.82246392,0.001585984
1230,3466.82246392,0.001598737
1240,3466.82246392,0.001628246
1250,3466.82246392,0.001639256
1260,3466.82246392,0.001648895
1270,3466.82246392,0.001657774
1280,3466.82246392,0.001667399
1290,3466.82246392,0.001678555
1300,3466.82246392,0.001688289
1310,3466.82246392,0.001697634
1320,3466.82246392,0.001708241
1330,3466.82246392,0.001718954
1340,3466.82246392,0.001728099
1350,3466.82246392,0.001737851
1360,3466.82246392,0.001752188
1370,3466.82246392,0.001762133
1380,3466.82246392,0.001772471
1390,3466.82246392,0.001782219
1400,3466.82246392,0.001792583
1410,3466.82246392,0.001801872
1420,3466.82246392,0.001812047
1430,3466.82246392,0.001822996
1440,3466.82246392,0.001834014
1450,3466.82246392,0.001844101
1460,3466.82246392,0.001853171
1470,3466.82246392,0.001861949
1480,3466.82246392,0.00187072
1490,3466.82246392,0.001882086
1500,3466.82246392,0.001914681
1510,3466.82246392,0.001928868
1520,3466.82246392,0.001942921
1530,3466.82246392,0.001955951
1540,3466.82246392,0.001971388
1550,3466.82246392,0.001985207
1560,3466.82246392,0.001996485
1570,3466.82246392,0.00200759
1580,3466.82246392,0.002017185
1590,3466.82246392,0.002026715
1600,3466.82246392,0.002035493
1610,3466.82246392,0.002044801
1620,3466.82246392,0.002053704
1630,3466.82246392,0.002063199
1640,3466.82246392,0.002072121
1650,3466.82246392,0.002104291
1660,3466.82246392,0.002113817
1670,3466.82246392,0.002123442
1680,3466.82246392,0.002135004
1690,3466.82246392,0.002147656
1700,3466.82246392,0.002159346
1710,3466.82246392,0.002170712
1720,3466.82246392,0.002182014
1730,3466.82246392,0.002193649
1740,3466.82246392,0.002205129
1750,3466.82246392,0.002216419
1760,3466.82246392,0.00222761
1770,3466.82246392,0.00223812
1780,3466.82246392,0.002248406
1790,3466.82246392,0.002259509
1800,3466.82246392,0.002269976
1810,3466.82246392,0.002279556
1820,3466.82246392,0.00230753
1830,3466.82246392,0.002337996
1840,3466.82246392,0.002364709
1850,3466.82246392,0.002394778
1860,3466.82246392,0.002421762
1870,3466.82246392,0.002448944
1880,3466.82246392,0.002490913
1890,3466.82246392,0.002531754
1900,3466.82246392,0.002579361
1910,3466.82246392,0.002646651
