iterations,fitness,time
0,1796.15938363,1.1051e-05
10,1957.9953251,2.0265e-05
20,2251.76221013,3.4874e-05
30,2484.67620528,4.351e-05
40,2801.96064922,5.257e-05
50,2983.43737413,0.000109988
60,3157.92551667,0.000121867
70,3157.92551667,0.000133091
80,3157.92551667,0.000143457
90,3157.92551667,0.000156068
100,3157.92551667,0.000165389
110,3157.92551667,0.000174695
120,3157.92551667,0.000184763
130,3157.92551667,0.000203117
140,3157.92551667,0.000213615
150,3157.92551667,0.000225356
160,3175.92875273,0.000236244
170,3175.92875273,0.000248513
180,3175.92875273,0.00026856
190,3175.92875273,0.00029028
200,3175.92875273,0.000305208
210,3175.92875273,0.000322162
220,3175.92875273,0.000339172
230,3175.92875273,0.000355876
240,3175.92875273,0.00037005
250,3175.92875273,0.000390861
260,3175.92875273,0.000403325
270,3175.92875273,0.000420654
280,3175.92875273,0.000434803
290,3175.92875273,0.000447842
300,3175.92875273,0.000474538
310,3175.92875273,0.000491495
320,3175.92875273,0.000506292
330,3175.92875273,0.000521782
340,3175.92875273,0.000540749
350,3175.92875273,0.000557098
360,3175.92875273,0.00057324
370,3175.92875273,0.000586856
380,3175.92875273,0.000601588
390,3175.92875273,0.000627208
400,3175.92875273,0.000654613
410,3175.92875273,0.00068577
420,3175.92875273,0.000723588
430,3175.92875273,0.000747888
440,3175.92875273,0.000770798
450,3175.92875273,0.000793753
460,3175.92875273,0.00083728
470,3175.92875273,0.000881184
480,3175.92875273,0.000929448
490,3175.92875273,0.00096452
500,3175.92875273,0.000980876
510,3175.92875273,0.000991925
520,3175.92875273,0.00100323
530,3175.92875273,0.001014734
540,3175.92875273,0.001025526
550,3175.92875273,0.001036707
560,3175.92875273,0.001047964
570,3175.92875273,0.00105962
580,3175.92875273,0.001071291
590,3175.92875273,0.00108235
600,3175.92875273,0.001094288
610,3175.92875273,0.001105412
620,3175.92875273,0.001116157
630,3175.92875273,0.001127193
640,3175.92875273,0.001137194
650,3175.92875273,0.001148619
660,3175.92875273,0.001161211
670,3175.92875273,0.001172925
680,3175.92875273,0.001193298
690,3175.92875273,0.001206887
700,3175.92875273,0.001223613
710,3175.92875273,0.001242251
720,3175.92875273,0.001260146
730,3175.92875273,0.001278544
740,3175.92875273,0.001297133
750,3175.92875273,0.001315022
760,3175.92875273,0.001332737
770,3175.92875273,0.001350179
780,3175.92875273,0.001367582
790,3175.92875273,0.001385078
800,3175.92875273,0.001403513
810,3175.92875273,0.00142114
820,3175.92875273,0.001440012
830,3175.92875273,0.001457345
840,3175.92875273,0.001476572
850,3175.92875273,0.001494003
860,3175.92875273,0.00151248
870,3175.92875273,0.001530153
880,3175.92875273,0.001548495
890,3175.92875273,0.001565861
900,3175.92875273,0.001582718
910,3175.92875273,0.001599934
920,3175.92875273,0.001617664
930,3175.92875273,0.001635321
940,3175.92875273,0.001653256
950,3175.92875273,0.001670763
960,3175.92875273,0.001688688
970,3175.92875273,0.001705847
980,3175.92875273,0.001724333
990,3175.92875273,0.001741543
1000,3175.92875273,0.00175879
1010,3175.92875273,0.001776301
1020,3175.92875273,0.001794643
1030,3175.92875273,0.001812544
1040,3175.92875273,0.001830456
1050,3175.92875273,0.001848045
1060,3175.92875273,0.001865707
1070,3175.92875273,0.001882865
1080,3175.92875273,0.001902033
1090,3175.92875273,0.001921105
1100,3175.92875273,0.001938579
1110,3175.92875273,0.00195608
1120,3175.92875273,0.001973765
1130,3175.92875273,0.001992563
1140,3175.92875273,0.002010261
1150,3175.92875273,0.002028285
1160,3175.92875273,0.002045651
1170,3175.92875273,0.002062546
1180,3175.92875273,0.002082761
1190,3175.92875273,0.002100802
1200,3175.92875273,0.002118649
1210,3175.92875273,0.002135623
1220,3175.92875273,0.002152979
1230,3175.92875273,0.002170065
1240,3175.92875273,0.002187613
1250,3175.92875273,0.002207241
1260,3175.92875273,0.002224594
1270,3175.92875273,0.002241892
1280,3175.92875273,0.002259396
1290,3175.92875273,0.002276503
1300,3175.92875273,0.002292834
1310,3175.92875273,0.00230982
1320,3175.92875273,0.002333369
1330,3175.92875273,0.002350798
1340,3175.92875273,0.002368568
1350,3175.92875273,0.002385581
1360,3175.92875273,0.002402908
1370,3175.92875273,0.00241958
1380,3175.92875273,0.002445261
1390,3175.92875273,0.002462922
1400,3175.92875273,0.002481136
1410,3175.92875273,0.002498224
1420,3175.92875273,0.002515702
1430,3175.92875273,0.002534072
1440,3175.92875273,0.002551364
1450,3175.92875273,0.002570168
1460,3175.92875273,0.002588024
1470,3175.92875273,0.00260575
1480,3175.92875273,0.002622947
1490,3175.92875273,0.002640773
1500,3175.92875273,0.002658512
1510,3175.92875273,0.002676436
1520,3175.92875273,0.002693839
1530,3175.92875273,0.002713438
1540,3175.92875273,0.002731666
1550,3175.92875273,0.002749866
1560,3175.92875273,0.002767503
1570,3175.92875273,0.002785989
1580,3175.92875273,0.002804033
1590,3175.92875273,0.002825221
1600,3175.92875273,0.002842792
1610,3175.92875273,0.002862265
1620,3175.92875273,0.002880029
1630,3175.92875273,0.002899263
1640,3175.92875273,0.002917163
1650,3175.92875273,0.002934248
1660,3175.92875273,0.002951123
1670,3175.92875273,0.002967736
1680,3175.92875273,0.00298505
1690,3175.92875273,0.003004642
1700,3175.92875273,0.003021899
1710,3175.92875273,0.003038796
1720,3175.92875273,0.00305588
